"group","county_fips","State","County_Name","RUCC_2013","lat_rounded","lng_rounded","oc_formatted","lat_rounded_fc","lng_rounded_fc"
"control",48175,"TX","Goliad County",3,28.655,-97.425,NA,NA,NA
"control",48181,"TX","Grayson County",3,33.625,-96.675,NA,NA,NA
"control",48183,"TX","Gregg County",3,32.475,-94.815,NA,NA,NA
"control",48235,"TX","Irion County",3,31.305,-100.975,NA,NA,NA
"control",48253,"TX","Jones County",3,32.745,-99.875,NA,NA,NA
"control",48317,"TX","Martin County",3,32.305,-101.945,NA,NA,NA
"control",48329,"TX","Midland County",3,31.875,-102.025,NA,NA,NA
"control",48395,"TX","Robertson County",3,31.025,-96.515,NA,NA,NA
"control",48401,"TX","Rusk County",3,32.115,-94.755,NA,NA,NA
"control",48423,"TX","Smith County",3,32.375,-95.265,NA,NA,NA
"control",48441,"TX","Taylor County",3,32.295,-99.885,NA,NA,NA
"control",48451,"TX","Tom Green County",3,31.405,-100.455,NA,NA,NA
"control",48459,"TX","Upshur County",3,32.735,-94.935,NA,NA,NA
"control",48469,"TX","Victoria County",3,28.795,-96.965,NA,NA,NA
"control",48485,"TX","Wichita County",3,33.995,-98.705,NA,NA,NA
"control",49005,"UT","Cache County",3,41.725,-111.745,NA,NA,NA
"control",49053,"UT","Washington County",3,37.285,-113.505,NA,NA,NA
"control",50007,"VT","Chittenden County",3,44.465,-73.075,NA,NA,NA
"control",50011,"VT","Franklin County",3,44.855,-72.905,NA,NA,NA
"control",50013,"VT","Grand Isle County",3,44.795,-73.295,NA,NA,NA
"control",51003,"VA","Albemarle County",3,38.025,-78.555,NA,NA,NA
"control",51015,"VA","Augusta County",3,38.165,-79.135,NA,NA,NA
"control",51029,"VA","Buckingham County",3,37.575,-78.525,NA,NA,NA
"control",51063,"VA","Floyd County",3,36.935,-80.355,NA,NA,NA
"control",51065,"VA","Fluvanna County",3,37.845,-78.275,NA,NA,NA
"control",51071,"VA","Giles County",3,37.315,-80.705,NA,NA,NA
"control",51079,"VA","Greene County",3,38.295,-78.465,NA,NA,NA
"control",51121,"VA","Montgomery County",3,37.175,-80.385,NA,NA,NA
"control",51125,"VA","Nelson County",3,37.785,-78.885,NA,NA,NA
"control",51155,"VA","Pulaski County",3,37.065,-80.715,NA,NA,NA
"control",51165,"VA","Rockingham County",3,38.515,-78.875,NA,NA,NA
"control",51540,"VA","Charlottesville city",3,38.035,-78.475,NA,NA,NA
"control",51660,"VA","Harrisonburg city",3,38.445,-78.875,NA,NA,NA
"control",51750,"VA","Radford city",3,37.125,-80.555,NA,NA,NA
"control",51790,"VA","Staunton city",3,38.155,-79.055,NA,NA,NA
"control",51820,"VA","Waynesboro city",3,38.075,-78.905,NA,NA,NA
"control",51840,"VA","Winchester city",3,39.175,-78.175,NA,NA,NA
"control",53003,"WA","Asotin County",3,46.195,-117.205,NA,NA,NA
"control",53007,"WA","Chelan County",3,47.875,-120.615,NA,NA,NA
"control",53013,"WA","Columbia County",3,46.305,-117.905,NA,NA,NA
"control",53015,"WA","Cowlitz County",3,46.195,-122.675,NA,NA,NA
"control",53017,"WA","Douglas County",3,47.735,-119.685,NA,NA,NA
"control",53057,"WA","Skagit County",3,48.485,-121.725,NA,NA,NA
"control",53071,"WA","Walla Walla County",3,46.235,-118.475,NA,NA,NA
"control",53073,"WA","Whatcom County",3,48.825,-121.715,NA,NA,NA
"control",53077,"WA","Yakima County",3,46.455,-120.735,NA,NA,NA
"control",54005,"WV","Boone County",3,38.025,-81.705,NA,NA,NA
"control",54009,"WV","Brooke County",3,40.275,-80.575,NA,NA,NA
"control",54015,"WV","Clay County",3,38.465,-81.075,NA,NA,NA
"control",54019,"WV","Fayette County",3,38.035,-81.075,NA,NA,NA
"control",54027,"WV","Hampshire County",3,39.315,-78.615,NA,NA,NA
"control",54029,"WV","Hancock County",3,40.525,-80.575,NA,NA,NA
"control",54039,"WV","Kanawha County",3,38.335,-81.525,NA,NA,NA
"control",54051,"WV","Marshall County",3,39.865,-80.665,NA,NA,NA
"control",54057,"WV","Mineral County",3,39.415,-78.945,NA,NA,NA
"control",54061,"WV","Monongalia County",3,39.635,-80.045,NA,NA,NA
"control",54069,"WV","Ohio County",3,40.095,-80.615,NA,NA,NA
"control",54077,"WV","Preston County",3,39.475,-79.665,NA,NA,NA
"control",54081,"WV","Raleigh County",3,37.775,-81.245,NA,NA,NA
"control",54105,"WV","Wirt County",3,39.025,-81.375,NA,NA,NA
"control",54107,"WV","Wood County",3,39.215,-81.515,NA,NA,NA
"control",55015,"WI","Calumet County",3,44.085,-88.215,NA,NA,NA
"control",55017,"WI","Chippewa County",3,45.075,-91.275,NA,NA,NA
"control",55035,"WI","Eau Claire County",3,44.725,-91.285,NA,NA,NA
"control",55039,"WI","Fond du Lac County",3,43.755,-88.485,NA,NA,NA
"control",55063,"WI","La Crosse County",3,43.905,-91.115,NA,NA,NA
"control",55073,"WI","Marathon County",3,44.905,-89.755,NA,NA,NA
"control",55087,"WI","Outagamie County",3,44.415,-88.465,NA,NA,NA
"control",55101,"WI","Racine County",3,42.745,-88.055,NA,NA,NA
"control",55117,"WI","Sheboygan County",3,43.725,-87.945,NA,NA,NA
"control",55139,"WI","Winnebago County",3,44.075,-88.645,NA,NA,NA
"control",56021,"WY","Laramie County",3,41.305,-104.685,NA,NA,NA
"control",56025,"WY","Natrona County",3,42.965,-106.795,NA,NA,NA
"control",72013,"PR","Arecibo Municipio",3,18.405,-66.675,NA,NA,NA
"control",72015,"PR","Arroyo Municipio",3,18.005,-66.055,NA,NA,NA
"control",72023,"PR","Cabo Rojo Municipio",3,18.045,-67.155,NA,NA,NA
"control",72027,"PR","Camuy Municipio",3,18.425,-66.855,NA,NA,NA
"control",72057,"PR","Guayama Municipio",3,18.005,-66.135,NA,NA,NA
"control",72065,"PR","Hatillo Municipio",3,18.415,-66.795,NA,NA,NA
"control",72067,"PR","Hormigueros Municipio",3,18.135,-67.115,NA,NA,NA
"control",72079,"PR","Lajas Municipio",3,18.015,-67.045,NA,NA,NA
"control",72097,"PR","Mayaguez Municipio",3,18.185,-67.335,NA,NA,NA
"control",72109,"PR","Patillas Municipio",3,18.035,-66.015,NA,NA,NA
"control",72115,"PR","Quebradillas Municipio",3,18.445,-66.925,NA,NA,NA
"control",72121,"PR","Sabana Grande Municipio",3,18.085,-66.945,NA,NA,NA
"control",72125,"PR","San German Municipio",3,18.115,-67.045,NA,NA,NA
"treatment",13157,"GA","Jackson County",4,34.135,-83.565,"650 Broadway Avenue, Braselton, GA 30517, United States of America",34.105,-83.765
"treatment",13157,"GA","Jackson County",4,34.135,-83.565,"808 Hog Mountain Road, Jefferson, GA 30549, United States of America",34.175,-83.605
"control",1031,"AL","Coffee County",4,31.405,-85.985,NA,NA,NA
"control",1043,"AL","Cullman County",4,34.135,-86.865,NA,NA,NA
"control",1045,"AL","Dale County",4,31.435,-85.605,NA,NA,NA
"control",1047,"AL","Dallas County",4,32.325,-87.105,NA,NA,NA
"control",1095,"AL","Marshall County",4,34.365,-86.305,NA,NA,NA
"control",1121,"AL","Talladega County",4,33.385,-86.165,NA,NA,NA
"control",4007,"AZ","Gila County",4,33.795,-110.805,NA,NA,NA
"control",4017,"AZ","Navajo County",4,35.405,-110.315,NA,NA,NA
"control",4023,"AZ","Santa Cruz County",4,31.525,-110.845,NA,NA,NA
"control",5055,"AR","Greene County",4,36.115,-90.555,NA,NA,NA
"control",5093,"AR","Mississippi County",4,35.765,-90.055,NA,NA,NA
"control",5145,"AR","White County",4,35.255,-91.745,NA,NA,NA
"control",6033,"CA","Lake County",4,39.105,-122.755,NA,NA,NA
"control",6045,"CA","Mendocino County",4,39.445,-123.385,NA,NA,NA
"control",6057,"CA","Nevada County",4,39.295,-120.765,NA,NA,NA
"control",6103,"CA","Tehama County",4,40.125,-122.235,NA,NA,NA
"control",6109,"CA","Tuolumne County",4,38.025,-119.955,NA,NA,NA
"control",8043,"CO","Fremont County",4,38.475,-105.435,NA,NA,NA
"control",8067,"CO","La Plata County",4,37.285,-107.845,NA,NA,NA
"control",8085,"CO","Montrose County",4,38.405,-108.265,NA,NA,NA
"control",9005,"CT","Litchfield County",4,41.795,-73.245,NA,NA,NA
"control",12023,"FL","Columbia County",4,30.225,-82.615,NA,NA,NA
"control",12051,"FL","Hendry County",4,26.555,-81.165,NA,NA,NA
"control",12087,"FL","Monroe County",4,25.275,-81.115,NA,NA,NA
"control",12093,"FL","Okeechobee County",4,27.385,-80.885,NA,NA,NA
"control",12107,"FL","Putnam County",4,29.615,-81.745,NA,NA,NA
"control",13009,"GA","Baldwin County",4,33.075,-83.245,NA,NA,NA
"control",13031,"GA","Bulloch County",4,32.395,-81.745,NA,NA,NA
"control",13039,"GA","Camden County",4,30.935,-81.665,NA,NA,NA
"control",13129,"GA","Gordon County",4,34.505,-84.875,NA,NA,NA
"control",13233,"GA","Polk County",4,34.005,-85.185,NA,NA,NA
"control",13275,"GA","Thomas County",4,30.865,-83.915,NA,NA,NA
"control",13285,"GA","Troup County",4,33.035,-85.025,NA,NA,NA
"control",16011,"ID","Bingham County",4,43.215,-112.395,NA,NA,NA
"control",16057,"ID","Latah County",4,46.815,-116.705,NA,NA,NA
"control",16065,"ID","Madison County",4,43.785,-111.655,NA,NA,NA
"control",17055,"IL","Franklin County",4,37.995,-88.925,NA,NA,NA
"control",17095,"IL","Knox County",4,40.935,-90.215,NA,NA,NA
"control",17099,"IL","La Salle County",4,41.345,-88.885,NA,NA,NA
"control",17105,"IL","Livingston County",4,40.895,-88.555,NA,NA,NA
"control",17121,"IL","Marion County",4,38.655,-88.915,NA,NA,NA
"control",17137,"IL","Morgan County",4,39.715,-90.195,NA,NA,NA
"control",17141,"IL","Ogle County",4,42.045,-89.315,NA,NA,NA
"control",17177,"IL","Stephenson County",4,42.355,-89.665,NA,NA,NA
"control",17195,"IL","Whiteside County",4,41.755,-89.915,NA,NA,NA
"control",18017,"IN","Cass County",4,40.765,-86.345,NA,NA,NA
"control",18033,"IN","DeKalb County",4,41.405,-84.995,NA,NA,NA
"control",18053,"IN","Grant County",4,40.515,-85.655,NA,NA,NA
"control",18065,"IN","Henry County",4,39.935,-85.395,NA,NA,NA
"control",18071,"IN","Jackson County",4,38.905,-86.035,NA,NA,NA
"control",18085,"IN","Kosciusko County",4,41.245,-85.855,NA,NA,NA
"control",19045,"IA","Clinton County",4,41.905,-90.525,NA,NA,NA
"control",19127,"IA","Marshall County",4,42.035,-92.995,NA,NA,NA
"control",19139,"IA","Muscatine County",4,41.485,-91.115,NA,NA,NA
"control",20035,"KS","Cowley County",4,37.245,-96.835,NA,NA,NA
"control",20037,"KS","Crawford County",4,37.505,-94.845,NA,NA,NA
"control",20061,"KS","Geary County",4,39.005,-96.755,NA,NA,NA
"control",20111,"KS","Lyon County",4,38.455,-96.155,NA,NA,NA
"control",20155,"KS","Reno County",4,37.955,-98.085,NA,NA,NA
"control",21073,"KY","Franklin County",4,38.245,-84.875,NA,NA,NA
"control",21151,"KY","Madison County",4,37.725,-84.275,NA,NA,NA
"control",22061,"LA","Lincoln Parish",4,32.605,-92.665,NA,NA,NA
"control",22097,"LA","St. Landry Parish",4,30.605,-92.005,NA,NA,NA
"control",22101,"LA","St. Mary Parish",4,29.705,-91.445,NA,NA,NA
"control",23011,"ME","Kennebec County",4,44.415,-69.765,NA,NA,NA
"control",25011,"MA","Franklin County",4,42.585,-72.585,NA,NA,NA
"control",26005,"MI","Allegan County",4,42.595,-85.885,NA,NA,NA
"control",26067,"MI","Ionia County",4,42.945,-85.075,NA,NA,NA
"control",26073,"MI","Isabella County",4,43.645,-84.845,NA,NA,NA
"control",26091,"MI","Lenawee County",4,41.895,-84.065,NA,NA,NA
"control",26149,"MI","St. Joseph County",4,41.915,-85.525,NA,NA,NA
"control",26155,"MI","Shiawassee County",4,42.955,-84.145,NA,NA,NA
"control",27035,"MN","Crow Wing County",4,46.485,-94.065,NA,NA,NA
"control",27049,"MN","Goodhue County",4,44.415,-92.725,NA,NA,NA
"control",27067,"MN","Kandiyohi County",4,45.155,-95.005,NA,NA,NA
"control",27099,"MN","Mower County",4,43.675,-92.745,NA,NA,NA
"control",27131,"MN","Rice County",4,44.355,-93.295,NA,NA,NA
"control",27169,"MN","Winona County",4,43.985,-91.775,NA,NA,NA
"control",28067,"MS","Jones County",4,31.625,-89.165,NA,NA,NA
"control",28071,"MS","Lafayette County",4,34.355,-89.485,NA,NA,NA
"control",28149,"MS","Warren County",4,32.355,-90.845,NA,NA,NA
"control",29101,"MO","Johnson County",4,38.745,-93.805,NA,NA,NA
"control",29159,"MO","Pettis County",4,38.725,-93.285,NA,NA,NA
"control",29187,"MO","St. Francois County",4,37.815,-90.475,NA,NA,NA
"control",29201,"MO","Scott County",4,37.055,-89.565,NA,NA,NA
"control",29213,"MO","Taney County",4,36.655,-93.035,NA,NA,NA
"control",31001,"NE","Adams County",4,40.525,-98.495,NA,NA,NA
"control",31019,"NE","Buffalo County",4,40.855,-99.075,NA,NA,NA
"control",31053,"NE","Dodge County",4,41.585,-96.655,NA,NA,NA
"control",32005,"NV","Douglas County",4,38.905,-119.615,NA,NA,NA
"control",32019,"NV","Lyon County",4,39.025,-119.185,NA,NA,NA
"control",32023,"NV","Nye County",4,38.045,-116.465,NA,NA,NA
"control",33001,"NH","Belknap County",4,43.525,-71.425,NA,NA,NA
"control",33005,"NH","Cheshire County",4,42.925,-72.245,NA,NA,NA
"control",33013,"NH","Merrimack County",4,43.305,-71.685,NA,NA,NA
"control",35035,"NM","Otero County",4,32.615,-105.735,NA,NA,NA
"control",35039,"NM","Rio Arriba County",4,36.515,-106.695,NA,NA,NA
"control",36009,"NY","Cattaraugus County",4,42.255,-78.685,NA,NA,NA
"control",36011,"NY","Cayuga County",4,42.925,-76.555,NA,NA,NA
"control",36013,"NY","Chautauqua County",4,42.235,-79.365,NA,NA,NA
"control",36023,"NY","Cortland County",4,42.595,-76.065,NA,NA,NA
"control",36035,"NY","Fulton County",4,43.115,-74.415,NA,NA,NA
"control",36037,"NY","Genesee County",4,43.005,-78.195,NA,NA,NA
"control",36057,"NY","Montgomery County",4,42.905,-74.435,NA,NA,NA
"control",36089,"NY","St. Lawrence County",4,44.495,-75.065,NA,NA,NA
"control",36101,"NY","Steuben County",4,42.275,-77.385,NA,NA,NA
"control",36105,"NY","Sullivan County",4,41.715,-74.765,NA,NA,NA
"control",37031,"NC","Carteret County",4,34.835,-76.655,NA,NA,NA
"control",37045,"NC","Cleveland County",4,35.335,-81.555,NA,NA,NA
"control",37055,"NC","Dare County",4,35.765,-75.775,NA,NA,NA
"control",37077,"NC","Granville County",4,36.305,-78.655,NA,NA,NA
"control",37083,"NC","Halifax County",4,36.255,-77.655,NA,NA,NA
"control",37085,"NC","Harnett County",4,35.365,-78.865,NA,NA,NA
"control",37105,"NC","Lee County",4,35.475,-79.165,NA,NA,NA
"control",37107,"NC","Lenoir County",4,35.245,-77.635,NA,NA,NA
"control",37125,"NC","Moore County",4,35.315,-79.475,NA,NA,NA
"control",37139,"NC","Pasquotank County",4,36.295,-76.285,NA,NA,NA
"control",37155,"NC","Robeson County",4,34.645,-79.105,NA,NA,NA
"control",37161,"NC","Rutherford County",4,35.405,-81.915,NA,NA,NA
"control",37171,"NC","Surry County",4,36.415,-80.685,NA,NA,NA
"control",37181,"NC","Vance County",4,36.365,-78.405,NA,NA,NA
"control",37195,"NC","Wilson County",4,35.705,-77.915,NA,NA,NA
"control",39005,"OH","Ashland County",4,40.845,-82.265,NA,NA,NA
"control",39007,"OH","Ashtabula County",4,41.715,-80.745,NA,NA,NA
"control",39009,"OH","Athens County",4,39.335,-82.045,NA,NA,NA
"control",39011,"OH","Auglaize County",4,40.565,-84.215,NA,NA,NA
"control",39029,"OH","Columbiana County",4,40.775,-80.775,NA,NA,NA
"control",39033,"OH","Crawford County",4,40.855,-82.915,NA,NA,NA
"control",39039,"OH","Defiance County",4,41.325,-84.485,NA,NA,NA
"control",39043,"OH","Erie County",4,41.375,-82.635,NA,NA,NA
"control",39063,"OH","Hancock County",4,41.005,-83.665,NA,NA,NA
"control",39077,"OH","Huron County",4,41.145,-82.595,NA,NA,NA
"control",39083,"OH","Knox County",4,40.405,-82.425,NA,NA,NA
"control",39101,"OH","Marion County",4,40.585,-83.155,NA,NA,NA
"control",39119,"OH","Muskingum County",4,39.965,-81.945,NA,NA,NA
"control",39123,"OH","Ottawa County",4,41.535,-83.105,NA,NA,NA
"control",39141,"OH","Ross County",4,39.345,-83.055,NA,NA,NA
"control",39143,"OH","Sandusky County",4,41.355,-83.145,NA,NA,NA
"control",39145,"OH","Scioto County",4,38.805,-82.995,NA,NA,NA
"control",39147,"OH","Seneca County",4,41.125,-83.125,NA,NA,NA
"control",39149,"OH","Shelby County",4,40.335,-84.205,NA,NA,NA
"control",39157,"OH","Tuscarawas County",4,40.445,-81.475,NA,NA,NA
"control",39167,"OH","Washington County",4,39.455,-81.495,NA,NA,NA
"control",39169,"OH","Wayne County",4,40.835,-81.885,NA,NA,NA
"control",40101,"OK","Muskogee County",4,35.615,-95.375,NA,NA,NA
"control",40119,"OK","Payne County",4,36.075,-96.975,NA,NA,NA
"control",40125,"OK","Pottawatomie County",4,35.205,-96.945,NA,NA,NA
"control",40137,"OK","Stephens County",4,34.485,-97.845,NA,NA,NA
"control",40147,"OK","Washington County",4,36.715,-95.905,NA,NA,NA
"control",41007,"OR","Clatsop County",4,45.995,-123.655,NA,NA,NA
"control",41019,"OR","Douglas County",4,43.285,-123.165,NA,NA,NA
"control",41059,"OR","Umatilla County",4,45.595,-118.735,NA,NA,NA
"control",42033,"PA","Clearfield County",4,41.005,-78.475,NA,NA,NA
"control",42035,"PA","Clinton County",4,41.235,-77.635,NA,NA,NA
"control",42039,"PA","Crawford County",4,41.685,-80.105,NA,NA,NA
"control",42063,"PA","Indiana County",4,40.655,-79.085,NA,NA,NA
"control",42073,"PA","Lawrence County",4,40.995,-80.335,NA,NA,NA
"control",42087,"PA","Mifflin County",4,40.615,-77.615,NA,NA,NA
"control",42097,"PA","Northumberland County",4,40.855,-76.705,NA,NA,NA
"control",42107,"PA","Schuylkill County",4,40.705,-76.215,NA,NA,NA
"control",42111,"PA","Somerset County",4,39.975,-79.025,NA,NA,NA
"control",42119,"PA","Union County",4,40.965,-77.055,NA,NA,NA
"control",42121,"PA","Venango County",4,41.405,-79.765,NA,NA,NA
"control",45021,"SC","Cherokee County",4,35.045,-81.615,NA,NA,NA
"control",45043,"SC","Georgetown County",4,33.435,-79.325,NA,NA,NA
"control",45047,"SC","Greenwood County",4,34.155,-82.125,NA,NA,NA
"control",45073,"SC","Oconee County",4,34.755,-83.065,NA,NA,NA
"control",45075,"SC","Orangeburg County",4,33.445,-80.795,NA,NA,NA
"control",47003,"TN","Bedford County",4,35.515,-86.455,NA,NA,NA
"control",47031,"TN","Coffee County",4,35.495,-86.075,NA,NA,NA
"control",47035,"TN","Cumberland County",4,35.955,-84.995,NA,NA,NA
"control",47053,"TN","Gibson County",4,35.995,-88.935,NA,NA,NA
"control",47059,"TN","Greene County",4,36.175,-82.845,NA,NA,NA
"control",47107,"TN","McMinn County",4,35.425,-84.615,NA,NA,NA
"control",47141,"TN","Putnam County",4,36.145,-85.495,NA,NA,NA
"control",47155,"TN","Sevier County",4,35.785,-83.525,NA,NA,NA
"control",48143,"TX","Erath County",4,32.235,-98.215,NA,NA,NA
"control",48189,"TX","Hale County",4,34.075,-101.825,NA,NA,NA
"control",48203,"TX","Harrison County",4,32.545,-94.365,NA,NA,NA
"control",48213,"TX","Henderson County",4,32.215,-95.855,NA,NA,NA
"control",48227,"TX","Howard County",4,32.305,-101.435,NA,NA,NA
"control",48249,"TX","Jim Wells County",4,27.735,-98.085,NA,NA,NA
"control",48265,"TX","Kerr County",4,30.065,-99.345,NA,NA,NA
"control",48273,"TX","Kleberg County",4,27.435,-97.725,NA,NA,NA
"control",48321,"TX","Matagorda County",4,28.825,-96.005,NA,NA,NA
"control",48349,"TX","Navarro County",4,32.045,-96.475,NA,NA,NA
"control",48427,"TX","Starr County",4,26.565,-98.735,NA,NA,NA
"control",48471,"TX","Walker County",4,30.745,-95.565,NA,NA,NA
"control",48481,"TX","Wharton County",4,29.285,-96.215,NA,NA,NA
"control",49021,"UT","Iron County",4,37.865,-113.285,NA,NA,NA
"control",49043,"UT","Summit County",4,40.865,-110.955,NA,NA,NA
"control",50021,"VT","Rutland County",4,43.585,-73.035,NA,NA,NA
"control",50023,"VT","Washington County",4,44.275,-72.615,NA,NA,NA
"control",51089,"VA","Henry County",4,36.685,-79.875,NA,NA,NA
"control",51143,"VA","Pittsylvania County",4,36.825,-79.395,NA,NA,NA
"control",51590,"VA","Danville city",4,36.585,-79.405,NA,NA,NA
"control",51690,"VA","Martinsville city",4,36.685,-79.865,NA,NA,NA
"control",53027,"WA","Grays Harbor County",4,47.155,-123.775,NA,NA,NA
"control",53029,"WA","Island County",4,48.165,-122.545,NA,NA,NA
"control",53037,"WA","Kittitas County",4,47.125,-120.675,NA,NA,NA
"control",53041,"WA","Lewis County",4,46.585,-122.395,NA,NA,NA
"control",53045,"WA","Mason County",4,47.355,-123.185,NA,NA,NA
"control",53075,"WA","Whitman County",4,46.905,-117.525,NA,NA,NA
"control",54049,"WV","Marion County",4,39.515,-80.245,NA,NA,NA
"control",54055,"WV","Mercer County",4,37.405,-81.105,NA,NA,NA
"control",55027,"WI","Dodge County",4,43.415,-88.705,NA,NA,NA
"control",55055,"WI","Jefferson County",4,43.025,-88.775,NA,NA,NA
"control",55071,"WI","Manitowoc County",4,44.125,-87.805,NA,NA,NA
"control",55097,"WI","Portage County",4,44.475,-89.495,NA,NA,NA
"control",55111,"WI","Sauk County",4,43.425,-89.945,NA,NA,NA
"control",55127,"WI","Walworth County",4,42.675,-88.535,NA,NA,NA
"control",55141,"WI","Wood County",4,44.455,-90.035,NA,NA,NA
"control",56001,"WY","Albany County",4,41.655,-105.725,NA,NA,NA
"control",72043,"PR","Coamo Municipio",4,18.095,-66.355,NA,NA,NA
"control",72123,"PR","Salinas Municipio",4,18.005,-66.255,NA,NA,NA
"control",72133,"PR","Santa Isabel Municipio",4,17.995,-66.385,NA,NA,NA
